target,horizon,fold,rows,current_c0_mape,best_single_branch,best_single_mape,full_oracle_mape,split_half_oracle_mape,full_oracle_weights
generator_1,90,dev_06,192,0.040212325440074644,persistence_pred,0.04046188817492145,0.03978031563269272,0.04175337104232438,"[0.8653130064233441, 9.27942280698404e-20, 0.005828963849556099, 0.12885802972709978, 2.815102209616414e-19]"
generator_1,90,dev_07,192,0.08722136632516463,ridge_pred,0.08664194653930357,0.08354204606348122,0.08556215683477042,"[0.09304090877678867, 0.11366300695762556, 0.1889455406700945, 0.3743850459075965, 0.22996549768789473]"
generator_1,90,dev_08,192,0.1075170245176947,gas_ridge_pred,0.09866913754773575,0.09866913754773575,0.09888934909584933,"[1.6945454388553103e-16, 5.030409114821624e-18, 0.0, 0.9999999999999999, 0.0]"
generator_1,90,dev_09,192,0.07355780563740356,persistence_pred,0.07654935151167107,0.07262627777406573,0.07367647384886661,"[0.6364624457001131, 2.549277771691461e-18, 1.8636219560015583e-18, 1.3234891450960855e-17, 0.36353755429988693]"
generator_1,90,dev_10,192,0.07154552153326285,persistence_pred,0.07246045195360273,0.07030276491325077,0.07075356435173143,"[0.6527133857784908, 0.07298438033747394, 0.01174010666521231, 1.2840838174728209e-17, 0.2625621272188227]"
generator_1,90,dev_11,192,0.0963719199790315,lgb_residual_pred,0.09367724230733905,0.09132712152644018,0.09442604533327187,"[0.03261277790080799, 9.455668811765272e-20, 0.11911672085479315, 0.4994296092328379, 0.3488408920115608]"
generator_1,90,dev_12,192,0.12188294971763709,lgb_residual_pred,0.12366194985600086,0.11967609641721329,0.12548440893618684,"[0.5211014203402922, 8.097629918555737e-17, 6.135916329295202e-16, 5.119426460765251e-21, 0.47889857965970717]"
generator_1,90,dev_13,192,0.05229503561846446,persistence_pred,0.052021563675202866,0.05151202483226186,0.051650208288373654,"[0.8861559063555787, 0.019690679097198, 0.09415341454722329, 7.34912868555767e-18, 1.375277151973715e-16]"
generator_1,90,dev_14,192,0.04610554385509621,persistence_pred,0.04742909250041814,0.04581370163213128,0.05105398330527829,"[0.7019883377082954, 5.162774961902022e-09, 0.11573493565004375, 0.021558275167733607, 0.16071844631115212]"
generator_1,90,dev_15,192,0.0665904467220909,persistence_pred,0.0635280480196596,0.06352775973843608,0.06433468172682189,"[0.9956334801275369, 6.058039934096885e-19, 0.0, 1.190176747917033e-16, 0.0043665198724629085]"
generator_1,90,dev_16,192,0.05519732181389778,recent_ridge_pred,0.05537388854048659,0.05252717908564244,0.05920276867347659,"[0.04433637494067977, 3.069175666295214e-18, 0.48600375703207915, 0.27527112019386946, 0.1943887478333717]"
generator_1,90,dev_17,192,0.09388701601317288,lgb_residual_pred,0.08030420062738529,0.07911853003961333,0.07912645011340895,"[7.109288273547977e-19, 7.964604683463868e-19, 0.4439026099048606, 1.0600185682718587e-16, 0.5560973900951397]"
