timestamp,month,half_slot,current_price,t+15,t+30,t+45,t+60,t+75,t+90,t+105,t+120,bug_price_switch_within_120,bug_steps_to_price_switch,fix_price_switch_within_120,fix_steps_to_price_switch,diverges
2025-01-02 13:30:00,1,27,0.53,0.53,0.92,0.92,0.92,0.92,0.92,0.92,0.92,1,2,1,2,0
2025-01-02 13:45:00,1,27,0.53,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0,0,1,1,1
2025-01-02 16:00:00,1,32,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,1.1,1,8,1,8,0
2025-01-02 16:15:00,1,32,0.92,0.92,0.92,0.92,0.92,0.92,0.92,1.1,1.1,1,7,1,7,0
2025-01-02 16:30:00,1,33,0.92,0.92,0.92,0.92,0.92,0.92,1.1,1.1,1.1,1,6,1,6,0
2025-01-02 16:45:00,1,33,0.92,0.92,0.92,0.92,0.92,1.1,1.1,1.1,1.1,1,5,1,5,0
2025-01-02 17:00:00,1,34,0.92,0.92,0.92,0.92,1.1,1.1,1.1,1.1,1.1,1,4,1,4,0
2025-01-02 17:15:00,1,34,0.92,0.92,0.92,1.1,1.1,1.1,1.1,1.1,1.1,1,3,1,3,0
2025-01-02 17:30:00,1,35,0.92,0.92,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1,2,1,2,0
2025-01-02 17:45:00,1,35,0.92,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0,0,1,1,1
2025-01-02 18:00:00,1,36,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.92,1,8,1,8,0
2025-01-02 18:15:00,1,36,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.92,0.92,1,7,1,7,0
2025-01-02 18:30:00,1,37,1.1,1.1,1.1,1.1,1.1,1.1,0.92,0.92,0.92,1,6,1,6,0
2025-01-02 18:45:00,1,37,1.1,1.1,1.1,1.1,1.1,0.92,0.92,0.92,0.92,1,5,1,5,0
2025-01-02 19:00:00,1,38,1.1,1.1,1.1,1.1,0.92,0.92,0.92,0.92,0.92,1,4,1,4,0
2025-01-02 19:15:00,1,38,1.1,1.1,1.1,0.92,0.92,0.92,0.92,0.92,0.92,1,3,1,3,0
2025-01-02 19:30:00,1,39,1.1,1.1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,1,2,1,2,0
2025-01-02 19:45:00,1,39,1.1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0,0,1,1,1
2025-01-02 20:00:00,1,40,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.53,1,8,1,8,0
2025-01-02 20:15:00,1,40,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.53,0.53,1,7,1,7,0
2025-01-02 20:30:00,1,41,0.92,0.92,0.92,0.92,0.92,0.92,0.53,0.53,0.53,1,6,1,6,0
2025-01-02 20:45:00,1,41,0.92,0.92,0.92,0.92,0.92,0.53,0.53,0.53,0.53,1,5,1,5,0
2025-01-02 21:00:00,1,42,0.92,0.92,0.92,0.92,0.53,0.53,0.53,0.53,0.53,1,4,1,4,0
2025-01-02 21:15:00,1,42,0.92,0.92,0.92,0.53,0.53,0.53,0.53,0.53,0.53,1,3,1,3,0
2025-01-02 21:30:00,1,43,0.92,0.92,0.53,0.53,0.53,0.53,0.53,0.53,0.53,1,2,1,2,0
2025-01-02 21:45:00,1,43,0.92,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0,0,1,1,1
2025-01-02 22:00:00,1,44,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,1,8,1,8,0
2025-01-02 22:15:00,1,44,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,1,7,1,7,0
2025-01-02 22:30:00,1,45,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,1,6,1,6,0
2025-01-02 22:45:00,1,45,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,1,5,1,5,0
2025-01-02 23:00:00,1,46,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,1,4,1,4,0
2025-01-02 23:15:00,1,46,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,1,3,1,3,0
2025-01-02 23:30:00,1,47,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,1,2,1,2,0
2025-01-02 23:45:00,1,47,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0,0,1,1,1
2025-01-03 04:00:00,1,8,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.53,1,8,1,8,0
2025-01-03 04:15:00,1,8,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.53,0.53,1,7,1,7,0
2025-01-03 04:30:00,1,9,0.22,0.22,0.22,0.22,0.22,0.22,0.53,0.53,0.53,1,6,1,6,0
2025-01-03 04:45:00,1,9,0.22,0.22,0.22,0.22,0.22,0.53,0.53,0.53,0.53,1,5,1,5,0
2025-01-03 05:00:00,1,10,0.22,0.22,0.22,0.22,0.53,0.53,0.53,0.53,0.53,1,4,1,4,0
2025-01-03 05:15:00,1,10,0.22,0.22,0.22,0.53,0.53,0.53,0.53,0.53,0.53,1,3,1,3,0
2025-01-03 05:30:00,1,11,0.22,0.22,0.53,0.53,0.53,0.53,0.53,0.53,0.53,1,2,1,2,0
2025-01-03 05:45:00,1,11,0.22,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0,0,1,1,1
2025-01-03 09:00:00,1,18,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,1,8,1,8,0
2025-01-03 09:15:00,1,18,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,1,7,1,7,0
2025-01-03 09:30:00,1,19,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,1,6,1,6,0
2025-01-03 09:45:00,1,19,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,1,5,1,5,0
2025-01-03 10:00:00,1,20,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,1,4,1,4,0
2025-01-03 10:15:00,1,20,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,1,3,1,3,0
2025-01-03 10:30:00,1,21,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,1,2,1,2,0
2025-01-03 10:45:00,1,21,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0,0,1,1,1
2025-01-03 11:00:00,1,22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.53,1,8,1,8,0
2025-01-03 11:15:00,1,22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.53,0.53,1,7,1,7,0
2025-01-03 11:30:00,1,23,0.22,0.22,0.22,0.22,0.22,0.22,0.53,0.53,0.53,1,6,1,6,0
2025-01-03 11:45:00,1,23,0.22,0.22,0.22,0.22,0.22,0.53,0.53,0.53,0.53,1,5,1,5,0
2025-01-03 12:00:00,1,24,0.22,0.22,0.22,0.22,0.53,0.53,0.53,0.53,0.92,1,4,1,4,0
2025-01-03 12:15:00,1,24,0.22,0.22,0.22,0.53,0.53,0.53,0.53,0.92,0.92,1,3,1,3,0
2025-01-03 12:30:00,1,25,0.22,0.22,0.53,0.53,0.53,0.53,0.92,0.92,0.92,1,2,1,2,0
2025-01-03 12:45:00,1,25,0.22,0.53,0.53,0.53,0.53,0.92,0.92,0.92,0.92,1,5,1,1,1
2025-01-03 13:00:00,1,26,0.53,0.53,0.53,0.53,0.92,0.92,0.92,0.92,0.92,1,4,1,4,0
2025-01-03 13:15:00,1,26,0.53,0.53,0.53,0.92,0.92,0.92,0.92,0.92,0.92,1,3,1,3,0
2025-01-03 13:30:00,1,27,0.53,0.53,0.92,0.92,0.92,0.92,0.92,0.92,0.92,1,2,1,2,0
2025-01-03 13:45:00,1,27,0.53,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0,0,1,1,1
2025-01-03 16:00:00,1,32,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,1.1,1,8,1,8,0
2025-01-03 16:15:00,1,32,0.92,0.92,0.92,0.92,0.92,0.92,0.92,1.1,1.1,1,7,1,7,0
2025-01-03 16:30:00,1,33,0.92,0.92,0.92,0.92,0.92,0.92,1.1,1.1,1.1,1,6,1,6,0
2025-01-03 16:45:00,1,33,0.92,0.92,0.92,0.92,0.92,1.1,1.1,1.1,1.1,1,5,1,5,0
2025-01-03 17:00:00,1,34,0.92,0.92,0.92,0.92,1.1,1.1,1.1,1.1,1.1,1,4,1,4,0
2025-01-03 17:15:00,1,34,0.92,0.92,0.92,1.1,1.1,1.1,1.1,1.1,1.1,1,3,1,3,0
2025-01-03 17:30:00,1,35,0.92,0.92,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1,2,1,2,0
2025-01-03 17:45:00,1,35,0.92,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0,0,1,1,1
2025-01-03 18:00:00,1,36,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.92,1,8,1,8,0
2025-01-03 18:15:00,1,36,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.92,0.92,1,7,1,7,0
2025-01-03 18:30:00,1,37,1.1,1.1,1.1,1.1,1.1,1.1,0.92,0.92,0.92,1,6,1,6,0
2025-01-03 18:45:00,1,37,1.1,1.1,1.1,1.1,1.1,0.92,0.92,0.92,0.92,1,5,1,5,0
2025-01-03 19:00:00,1,38,1.1,1.1,1.1,1.1,0.92,0.92,0.92,0.92,0.92,1,4,1,4,0
2025-01-03 19:15:00,1,38,1.1,1.1,1.1,0.92,0.92,0.92,0.92,0.92,0.92,1,3,1,3,0
2025-01-03 19:30:00,1,39,1.1,1.1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,1,2,1,2,0
2025-01-03 19:45:00,1,39,1.1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0,0,1,1,1
2025-01-03 20:00:00,1,40,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.53,1,8,1,8,0
2025-01-03 20:15:00,1,40,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.53,0.53,1,7,1,7,0
2025-01-03 20:30:00,1,41,0.92,0.92,0.92,0.92,0.92,0.92,0.53,0.53,0.53,1,6,1,6,0
2025-01-03 20:45:00,1,41,0.92,0.92,0.92,0.92,0.92,0.53,0.53,0.53,0.53,1,5,1,5,0
2025-01-03 21:00:00,1,42,0.92,0.92,0.92,0.92,0.53,0.53,0.53,0.53,0.53,1,4,1,4,0
2025-01-03 21:15:00,1,42,0.92,0.92,0.92,0.53,0.53,0.53,0.53,0.53,0.53,1,3,1,3,0
2025-01-03 21:30:00,1,43,0.92,0.92,0.53,0.53,0.53,0.53,0.53,0.53,0.53,1,2,1,2,0
2025-01-03 21:45:00,1,43,0.92,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0,0,1,1,1
2025-01-03 22:00:00,1,44,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,1,8,1,8,0
2025-01-03 22:15:00,1,44,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,1,7,1,7,0
2025-01-03 22:30:00,1,45,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,1,6,1,6,0
2025-01-03 22:45:00,1,45,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,1,5,1,5,0
2025-01-03 23:00:00,1,46,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,1,4,1,4,0
2025-01-03 23:15:00,1,46,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,1,3,1,3,0
2025-01-03 23:30:00,1,47,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,1,2,1,2,0
2025-01-03 23:45:00,1,47,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0,0,1,1,1
2025-01-04 04:00:00,1,8,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.53,1,8,1,8,0
2025-01-04 04:15:00,1,8,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.53,0.53,1,7,1,7,0
2025-01-04 04:30:00,1,9,0.22,0.22,0.22,0.22,0.22,0.22,0.53,0.53,0.53,1,6,1,6,0
2025-01-04 04:45:00,1,9,0.22,0.22,0.22,0.22,0.22,0.53,0.53,0.53,0.53,1,5,1,5,0
2025-01-04 05:00:00,1,10,0.22,0.22,0.22,0.22,0.53,0.53,0.53,0.53,0.53,1,4,1,4,0
2025-01-04 05:15:00,1,10,0.22,0.22,0.22,0.53,0.53,0.53,0.53,0.53,0.53,1,3,1,3,0
2025-01-04 05:30:00,1,11,0.22,0.22,0.53,0.53,0.53,0.53,0.53,0.53,0.53,1,2,1,2,0
2025-01-04 05:45:00,1,11,0.22,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0,0,1,1,1
2025-01-04 09:00:00,1,18,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,1,8,1,8,0
2025-01-04 09:15:00,1,18,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,1,7,1,7,0
2025-01-04 09:30:00,1,19,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,1,6,1,6,0
2025-01-04 09:45:00,1,19,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,1,5,1,5,0
2025-01-04 10:00:00,1,20,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,1,4,1,4,0
2025-01-04 10:15:00,1,20,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,1,3,1,3,0
2025-01-04 10:30:00,1,21,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,1,2,1,2,0
2025-01-04 10:45:00,1,21,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0,0,1,1,1
2025-01-04 11:00:00,1,22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.53,1,8,1,8,0
2025-01-04 11:15:00,1,22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.53,0.53,1,7,1,7,0
2025-01-04 11:30:00,1,23,0.22,0.22,0.22,0.22,0.22,0.22,0.53,0.53,0.53,1,6,1,6,0
2025-01-04 11:45:00,1,23,0.22,0.22,0.22,0.22,0.22,0.53,0.53,0.53,0.53,1,5,1,5,0
2025-01-04 12:00:00,1,24,0.22,0.22,0.22,0.22,0.53,0.53,0.53,0.53,0.92,1,4,1,4,0
2025-01-04 12:15:00,1,24,0.22,0.22,0.22,0.53,0.53,0.53,0.53,0.92,0.92,1,3,1,3,0
2025-01-04 12:30:00,1,25,0.22,0.22,0.53,0.53,0.53,0.53,0.92,0.92,0.92,1,2,1,2,0
2025-01-04 12:45:00,1,25,0.22,0.53,0.53,0.53,0.53,0.92,0.92,0.92,0.92,1,5,1,1,1
2025-01-04 13:00:00,1,26,0.53,0.53,0.53,0.53,0.92,0.92,0.92,0.92,0.92,1,4,1,4,0
2025-01-04 13:15:00,1,26,0.53,0.53,0.53,0.92,0.92,0.92,0.92,0.92,0.92,1,3,1,3,0
2025-01-04 13:30:00,1,27,0.53,0.53,0.92,0.92,0.92,0.92,0.92,0.92,0.92,1,2,1,2,0
2025-01-04 13:45:00,1,27,0.53,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0,0,1,1,1
2025-01-04 16:00:00,1,32,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,1.1,1,8,1,8,0
2025-01-04 16:15:00,1,32,0.92,0.92,0.92,0.92,0.92,0.92,0.92,1.1,1.1,1,7,1,7,0
2025-01-04 16:30:00,1,33,0.92,0.92,0.92,0.92,0.92,0.92,1.1,1.1,1.1,1,6,1,6,0
2025-01-04 16:45:00,1,33,0.92,0.92,0.92,0.92,0.92,1.1,1.1,1.1,1.1,1,5,1,5,0
2025-01-04 17:00:00,1,34,0.92,0.92,0.92,0.92,1.1,1.1,1.1,1.1,1.1,1,4,1,4,0
2025-01-04 17:15:00,1,34,0.92,0.92,0.92,1.1,1.1,1.1,1.1,1.1,1.1,1,3,1,3,0
2025-01-04 17:30:00,1,35,0.92,0.92,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1,2,1,2,0
