timestamp,month,half_slot,current_price,t+15,t+30,t+45,t+60,t+75,t+90,t+105,t+120,bug_price_switch_within_120,bug_steps_to_price_switch,fix_price_switch_within_120,fix_steps_to_price_switch,diverges
2025-02-04 22:45:00,2,45,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,1,5,1,5,0
2025-02-04 23:00:00,2,46,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,1,4,1,4,0
2025-02-04 23:15:00,2,46,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,1,3,1,3,0
2025-02-04 23:30:00,2,47,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,1,2,1,2,0
2025-02-04 23:45:00,2,47,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0,0,1,1,1
2025-02-05 04:00:00,2,8,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.53,1,8,1,8,0
2025-02-05 04:15:00,2,8,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.53,0.53,1,7,1,7,0
2025-02-05 04:30:00,2,9,0.22,0.22,0.22,0.22,0.22,0.22,0.53,0.53,0.53,1,6,1,6,0
2025-02-05 04:45:00,2,9,0.22,0.22,0.22,0.22,0.22,0.53,0.53,0.53,0.53,1,5,1,5,0
2025-02-05 05:00:00,2,10,0.22,0.22,0.22,0.22,0.53,0.53,0.53,0.53,0.53,1,4,1,4,0
2025-02-05 05:15:00,2,10,0.22,0.22,0.22,0.53,0.53,0.53,0.53,0.53,0.53,1,3,1,3,0
2025-02-05 05:30:00,2,11,0.22,0.22,0.53,0.53,0.53,0.53,0.53,0.53,0.53,1,2,1,2,0
2025-02-05 05:45:00,2,11,0.22,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0,0,1,1,1
2025-02-05 09:00:00,2,18,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,1,8,1,8,0
2025-02-05 09:15:00,2,18,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,1,7,1,7,0
2025-02-05 09:30:00,2,19,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,1,6,1,6,0
2025-02-05 09:45:00,2,19,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,1,5,1,5,0
2025-02-05 10:00:00,2,20,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,1,4,1,4,0
2025-02-05 10:15:00,2,20,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,1,3,1,3,0
2025-02-05 10:30:00,2,21,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,1,2,1,2,0
2025-02-05 10:45:00,2,21,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0,0,1,1,1
2025-02-05 12:00:00,2,24,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.92,1,8,1,8,0
2025-02-05 12:15:00,2,24,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.92,0.92,1,7,1,7,0
2025-02-05 12:30:00,2,25,0.22,0.22,0.22,0.22,0.22,0.22,0.92,0.92,0.92,1,6,1,6,0
2025-02-05 12:45:00,2,25,0.22,0.22,0.22,0.22,0.22,0.92,0.92,0.92,0.92,1,5,1,5,0
2025-02-05 13:00:00,2,26,0.22,0.22,0.22,0.22,0.92,0.92,0.92,0.92,0.92,1,4,1,4,0
2025-02-05 13:15:00,2,26,0.22,0.22,0.22,0.92,0.92,0.92,0.92,0.92,0.92,1,3,1,3,0
2025-02-05 13:30:00,2,27,0.22,0.22,0.92,0.92,0.92,0.92,0.92,0.92,0.92,1,2,1,2,0
2025-02-05 13:45:00,2,27,0.22,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0,0,1,1,1
2025-02-05 20:00:00,2,40,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.53,1,8,1,8,0
2025-02-05 20:15:00,2,40,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.53,0.53,1,7,1,7,0
2025-02-05 20:30:00,2,41,0.92,0.92,0.92,0.92,0.92,0.92,0.53,0.53,0.53,1,6,1,6,0
2025-02-05 20:45:00,2,41,0.92,0.92,0.92,0.92,0.92,0.53,0.53,0.53,0.53,1,5,1,5,0
2025-02-05 21:00:00,2,42,0.92,0.92,0.92,0.92,0.53,0.53,0.53,0.53,0.53,1,4,1,4,0
2025-02-05 21:15:00,2,42,0.92,0.92,0.92,0.53,0.53,0.53,0.53,0.53,0.53,1,3,1,3,0
2025-02-05 21:30:00,2,43,0.92,0.92,0.53,0.53,0.53,0.53,0.53,0.53,0.53,1,2,1,2,0
2025-02-05 21:45:00,2,43,0.92,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0,0,1,1,1
2025-02-05 22:00:00,2,44,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,1,8,1,8,0
2025-02-05 22:15:00,2,44,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,1,7,1,7,0
2025-02-05 22:30:00,2,45,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,1,6,1,6,0
2025-02-05 22:45:00,2,45,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,1,5,1,5,0
2025-02-05 23:00:00,2,46,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,1,4,1,4,0
2025-02-05 23:15:00,2,46,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,1,3,1,3,0
2025-02-05 23:30:00,2,47,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,1,2,1,2,0
2025-02-05 23:45:00,2,47,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0,0,1,1,1
2025-02-06 04:00:00,2,8,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.53,1,8,1,8,0
2025-02-06 04:15:00,2,8,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.53,0.53,1,7,1,7,0
2025-02-06 04:30:00,2,9,0.22,0.22,0.22,0.22,0.22,0.22,0.53,0.53,0.53,1,6,1,6,0
2025-02-06 04:45:00,2,9,0.22,0.22,0.22,0.22,0.22,0.53,0.53,0.53,0.53,1,5,1,5,0
2025-02-06 05:00:00,2,10,0.22,0.22,0.22,0.22,0.53,0.53,0.53,0.53,0.53,1,4,1,4,0
2025-02-06 05:15:00,2,10,0.22,0.22,0.22,0.53,0.53,0.53,0.53,0.53,0.53,1,3,1,3,0
2025-02-06 05:30:00,2,11,0.22,0.22,0.53,0.53,0.53,0.53,0.53,0.53,0.53,1,2,1,2,0
2025-02-06 05:45:00,2,11,0.22,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0,0,1,1,1
2025-02-06 09:00:00,2,18,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,1,8,1,8,0
2025-02-06 09:15:00,2,18,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,1,7,1,7,0
2025-02-06 09:30:00,2,19,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,1,6,1,6,0
2025-02-06 09:45:00,2,19,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,1,5,1,5,0
2025-02-06 10:00:00,2,20,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,1,4,1,4,0
2025-02-06 10:15:00,2,20,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,1,3,1,3,0
2025-02-06 10:30:00,2,21,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,1,2,1,2,0
2025-02-06 10:45:00,2,21,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0,0,1,1,1
2025-02-06 12:00:00,2,24,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.92,1,8,1,8,0
2025-02-06 12:15:00,2,24,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.92,0.92,1,7,1,7,0
2025-02-06 12:30:00,2,25,0.22,0.22,0.22,0.22,0.22,0.22,0.92,0.92,0.92,1,6,1,6,0
2025-02-06 12:45:00,2,25,0.22,0.22,0.22,0.22,0.22,0.92,0.92,0.92,0.92,1,5,1,5,0
2025-02-06 13:00:00,2,26,0.22,0.22,0.22,0.22,0.92,0.92,0.92,0.92,0.92,1,4,1,4,0
2025-02-06 13:15:00,2,26,0.22,0.22,0.22,0.92,0.92,0.92,0.92,0.92,0.92,1,3,1,3,0
2025-02-06 13:30:00,2,27,0.22,0.22,0.92,0.92,0.92,0.92,0.92,0.92,0.92,1,2,1,2,0
2025-02-06 13:45:00,2,27,0.22,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0,0,1,1,1
2025-02-06 20:00:00,2,40,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.53,1,8,1,8,0
2025-02-06 20:15:00,2,40,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.53,0.53,1,7,1,7,0
2025-02-06 20:30:00,2,41,0.92,0.92,0.92,0.92,0.92,0.92,0.53,0.53,0.53,1,6,1,6,0
2025-02-06 20:45:00,2,41,0.92,0.92,0.92,0.92,0.92,0.53,0.53,0.53,0.53,1,5,1,5,0
2025-02-06 21:00:00,2,42,0.92,0.92,0.92,0.92,0.53,0.53,0.53,0.53,0.53,1,4,1,4,0
2025-02-06 21:15:00,2,42,0.92,0.92,0.92,0.53,0.53,0.53,0.53,0.53,0.53,1,3,1,3,0
2025-02-06 21:30:00,2,43,0.92,0.92,0.53,0.53,0.53,0.53,0.53,0.53,0.53,1,2,1,2,0
2025-02-06 21:45:00,2,43,0.92,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0,0,1,1,1
2025-02-06 22:00:00,2,44,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,1,8,1,8,0
2025-02-06 22:15:00,2,44,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,1,7,1,7,0
2025-02-06 22:30:00,2,45,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,1,6,1,6,0
2025-02-06 22:45:00,2,45,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,1,5,1,5,0
2025-02-06 23:00:00,2,46,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,1,4,1,4,0
2025-02-06 23:15:00,2,46,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,1,3,1,3,0
2025-02-06 23:30:00,2,47,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,1,2,1,2,0
2025-02-06 23:45:00,2,47,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0,0,1,1,1
2025-02-07 04:00:00,2,8,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.53,1,8,1,8,0
2025-02-07 04:15:00,2,8,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.53,0.53,1,7,1,7,0
2025-02-07 04:30:00,2,9,0.22,0.22,0.22,0.22,0.22,0.22,0.53,0.53,0.53,1,6,1,6,0
2025-02-07 04:45:00,2,9,0.22,0.22,0.22,0.22,0.22,0.53,0.53,0.53,0.53,1,5,1,5,0
2025-02-07 05:00:00,2,10,0.22,0.22,0.22,0.22,0.53,0.53,0.53,0.53,0.53,1,4,1,4,0
2025-02-07 05:15:00,2,10,0.22,0.22,0.22,0.53,0.53,0.53,0.53,0.53,0.53,1,3,1,3,0
2025-02-07 05:30:00,2,11,0.22,0.22,0.53,0.53,0.53,0.53,0.53,0.53,0.53,1,2,1,2,0
2025-02-07 05:45:00,2,11,0.22,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0,0,1,1,1
2025-02-07 09:00:00,2,18,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,1,8,1,8,0
2025-02-07 09:15:00,2,18,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,1,7,1,7,0
2025-02-07 09:30:00,2,19,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,1,6,1,6,0
2025-02-07 09:45:00,2,19,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,1,5,1,5,0
2025-02-07 10:00:00,2,20,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,1,4,1,4,0
2025-02-07 10:15:00,2,20,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,1,3,1,3,0
2025-02-07 10:30:00,2,21,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,1,2,1,2,0
2025-02-07 10:45:00,2,21,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0,0,1,1,1
2025-02-07 12:00:00,2,24,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.92,1,8,1,8,0
2025-02-07 12:15:00,2,24,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.92,0.92,1,7,1,7,0
2025-02-07 12:30:00,2,25,0.22,0.22,0.22,0.22,0.22,0.22,0.92,0.92,0.92,1,6,1,6,0
2025-02-07 12:45:00,2,25,0.22,0.22,0.22,0.22,0.22,0.92,0.92,0.92,0.92,1,5,1,5,0
2025-02-07 13:00:00,2,26,0.22,0.22,0.22,0.22,0.92,0.92,0.92,0.92,0.92,1,4,1,4,0
2025-02-07 13:15:00,2,26,0.22,0.22,0.22,0.92,0.92,0.92,0.92,0.92,0.92,1,3,1,3,0
2025-02-07 13:30:00,2,27,0.22,0.22,0.92,0.92,0.92,0.92,0.92,0.92,0.92,1,2,1,2,0
2025-02-07 13:45:00,2,27,0.22,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0,0,1,1,1
2025-02-07 20:00:00,2,40,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.53,1,8,1,8,0
2025-02-07 20:15:00,2,40,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.53,0.53,1,7,1,7,0
2025-02-07 20:30:00,2,41,0.92,0.92,0.92,0.92,0.92,0.92,0.53,0.53,0.53,1,6,1,6,0
2025-02-07 20:45:00,2,41,0.92,0.92,0.92,0.92,0.92,0.53,0.53,0.53,0.53,1,5,1,5,0
2025-02-07 21:00:00,2,42,0.92,0.92,0.92,0.92,0.53,0.53,0.53,0.53,0.53,1,4,1,4,0
2025-02-07 21:15:00,2,42,0.92,0.92,0.92,0.53,0.53,0.53,0.53,0.53,0.53,1,3,1,3,0
2025-02-07 21:30:00,2,43,0.92,0.92,0.53,0.53,0.53,0.53,0.53,0.53,0.53,1,2,1,2,0
2025-02-07 21:45:00,2,43,0.92,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0,0,1,1,1
2025-02-07 22:00:00,2,44,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,1,8,1,8,0
2025-02-07 22:15:00,2,44,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,1,7,1,7,0
2025-02-07 22:30:00,2,45,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,1,6,1,6,0
2025-02-07 22:45:00,2,45,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,1,5,1,5,0
2025-02-07 23:00:00,2,46,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,1,4,1,4,0
2025-02-07 23:15:00,2,46,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,1,3,1,3,0
2025-02-07 23:30:00,2,47,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,1,2,1,2,0
2025-02-07 23:45:00,2,47,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0,0,1,1,1
2025-02-08 04:00:00,2,8,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.53,1,8,1,8,0
2025-02-08 04:15:00,2,8,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.53,0.53,1,7,1,7,0
2025-02-08 04:30:00,2,9,0.22,0.22,0.22,0.22,0.22,0.22,0.53,0.53,0.53,1,6,1,6,0
2025-02-08 04:45:00,2,9,0.22,0.22,0.22,0.22,0.22,0.53,0.53,0.53,0.53,1,5,1,5,0
2025-02-08 05:00:00,2,10,0.22,0.22,0.22,0.22,0.53,0.53,0.53,0.53,0.53,1,4,1,4,0
2025-02-08 05:15:00,2,10,0.22,0.22,0.22,0.53,0.53,0.53,0.53,0.53,0.53,1,3,1,3,0
2025-02-08 05:30:00,2,11,0.22,0.22,0.53,0.53,0.53,0.53,0.53,0.53,0.53,1,2,1,2,0
2025-02-08 05:45:00,2,11,0.22,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0,0,1,1,1
2025-02-08 09:00:00,2,18,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,1,8,1,8,0
2025-02-08 09:15:00,2,18,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,1,7,1,7,0
2025-02-08 09:30:00,2,19,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,1,6,1,6,0
2025-02-08 09:45:00,2,19,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,1,5,1,5,0
2025-02-08 10:00:00,2,20,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,1,4,1,4,0
2025-02-08 10:15:00,2,20,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,1,3,1,3,0
2025-02-08 10:30:00,2,21,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,1,2,1,2,0
2025-02-08 10:45:00,2,21,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0,0,1,1,1
2025-02-08 12:00:00,2,24,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.92,1,8,1,8,0
2025-02-08 12:15:00,2,24,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.92,0.92,1,7,1,7,0
2025-02-08 12:30:00,2,25,0.22,0.22,0.22,0.22,0.22,0.22,0.92,0.92,0.92,1,6,1,6,0
2025-02-08 12:45:00,2,25,0.22,0.22,0.22,0.22,0.22,0.92,0.92,0.92,0.92,1,5,1,5,0
2025-02-08 13:00:00,2,26,0.22,0.22,0.22,0.22,0.92,0.92,0.92,0.92,0.92,1,4,1,4,0
2025-02-08 13:15:00,2,26,0.22,0.22,0.22,0.92,0.92,0.92,0.92,0.92,0.92,1,3,1,3,0
2025-02-08 13:30:00,2,27,0.22,0.22,0.92,0.92,0.92,0.92,0.92,0.92,0.92,1,2,1,2,0
2025-02-08 13:45:00,2,27,0.22,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0,0,1,1,1
2025-02-08 20:00:00,2,40,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.53,1,8,1,8,0
2025-02-08 20:15:00,2,40,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.53,0.53,1,7,1,7,0
2025-02-08 20:30:00,2,41,0.92,0.92,0.92,0.92,0.92,0.92,0.53,0.53,0.53,1,6,1,6,0
2025-02-08 20:45:00,2,41,0.92,0.92,0.92,0.92,0.92,0.53,0.53,0.53,0.53,1,5,1,5,0
2025-02-08 21:00:00,2,42,0.92,0.92,0.92,0.92,0.53,0.53,0.53,0.53,0.53,1,4,1,4,0
2025-02-08 21:15:00,2,42,0.92,0.92,0.92,0.53,0.53,0.53,0.53,0.53,0.53,1,3,1,3,0
2025-02-08 21:30:00,2,43,0.92,0.92,0.53,0.53,0.53,0.53,0.53,0.53,0.53,1,2,1,2,0
2025-02-08 21:45:00,2,43,0.92,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0,0,1,1,1
2025-02-08 22:00:00,2,44,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,1,8,1,8,0
2025-02-08 22:15:00,2,44,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,1,7,1,7,0
2025-02-08 22:30:00,2,45,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,1,6,1,6,0
2025-02-08 22:45:00,2,45,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,1,5,1,5,0
2025-02-08 23:00:00,2,46,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,1,4,1,4,0
2025-02-08 23:15:00,2,46,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,1,3,1,3,0
2025-02-08 23:30:00,2,47,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,1,2,1,2,0
2025-02-08 23:45:00,2,47,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0,0,1,1,1
2025-02-09 04:00:00,2,8,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.53,1,8,1,8,0
2025-02-09 04:15:00,2,8,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.53,0.53,1,7,1,7,0
2025-02-09 04:30:00,2,9,0.22,0.22,0.22,0.22,0.22,0.22,0.53,0.53,0.53,1,6,1,6,0
2025-02-09 04:45:00,2,9,0.22,0.22,0.22,0.22,0.22,0.53,0.53,0.53,0.53,1,5,1,5,0
2025-02-09 05:00:00,2,10,0.22,0.22,0.22,0.22,0.53,0.53,0.53,0.53,0.53,1,4,1,4,0
2025-02-09 05:15:00,2,10,0.22,0.22,0.22,0.53,0.53,0.53,0.53,0.53,0.53,1,3,1,3,0
2025-02-09 05:30:00,2,11,0.22,0.22,0.53,0.53,0.53,0.53,0.53,0.53,0.53,1,2,1,2,0
2025-02-09 05:45:00,2,11,0.22,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0,0,1,1,1
2025-02-09 09:00:00,2,18,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,1,8,1,8,0
2025-02-09 09:15:00,2,18,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,1,7,1,7,0
2025-02-09 09:30:00,2,19,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,1,6,1,6,0
2025-02-09 09:45:00,2,19,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,1,5,1,5,0
2025-02-09 10:00:00,2,20,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,1,4,1,4,0
2025-02-09 10:15:00,2,20,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,1,3,1,3,0
2025-02-09 10:30:00,2,21,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,1,2,1,2,0
2025-02-09 10:45:00,2,21,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0,0,1,1,1
2025-02-09 12:00:00,2,24,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.92,1,8,1,8,0
2025-02-09 12:15:00,2,24,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.92,0.92,1,7,1,7,0
2025-02-09 12:30:00,2,25,0.22,0.22,0.22,0.22,0.22,0.22,0.92,0.92,0.92,1,6,1,6,0
2025-02-09 12:45:00,2,25,0.22,0.22,0.22,0.22,0.22,0.92,0.92,0.92,0.92,1,5,1,5,0
2025-02-09 13:00:00,2,26,0.22,0.22,0.22,0.22,0.92,0.92,0.92,0.92,0.92,1,4,1,4,0
2025-02-09 13:15:00,2,26,0.22,0.22,0.22,0.92,0.92,0.92,0.92,0.92,0.92,1,3,1,3,0
2025-02-09 13:30:00,2,27,0.22,0.22,0.92,0.92,0.92,0.92,0.92,0.92,0.92,1,2,1,2,0
2025-02-09 13:45:00,2,27,0.22,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0,0,1,1,1
2025-02-09 20:00:00,2,40,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.53,1,8,1,8,0
2025-02-09 20:15:00,2,40,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.53,0.53,1,7,1,7,0
2025-02-09 20:30:00,2,41,0.92,0.92,0.92,0.92,0.92,0.92,0.53,0.53,0.53,1,6,1,6,0
2025-02-09 20:45:00,2,41,0.92,0.92,0.92,0.92,0.92,0.53,0.53,0.53,0.53,1,5,1,5,0
2025-02-09 21:00:00,2,42,0.92,0.92,0.92,0.92,0.53,0.53,0.53,0.53,0.53,1,4,1,4,0
2025-02-09 21:15:00,2,42,0.92,0.92,0.92,0.53,0.53,0.53,0.53,0.53,0.53,1,3,1,3,0
2025-02-09 21:30:00,2,43,0.92,0.92,0.53,0.53,0.53,0.53,0.53,0.53,0.53,1,2,1,2,0
2025-02-09 21:45:00,2,43,0.92,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0,0,1,1,1
2025-02-09 22:00:00,2,44,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,1,8,1,8,0
2025-02-09 22:15:00,2,44,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,1,7,1,7,0
2025-02-09 22:30:00,2,45,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,1,6,1,6,0
2025-02-09 22:45:00,2,45,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,1,5,1,5,0
2025-02-09 23:00:00,2,46,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,1,4,1,4,0
2025-02-09 23:15:00,2,46,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,1,3,1,3,0
2025-02-09 23:30:00,2,47,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,1,2,1,2,0
2025-02-09 23:45:00,2,47,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0,0,1,1,1
2025-02-10 04:00:00,2,8,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.53,1,8,1,8,0
2025-02-10 04:15:00,2,8,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.53,0.53,1,7,1,7,0
2025-02-10 04:30:00,2,9,0.22,0.22,0.22,0.22,0.22,0.22,0.53,0.53,0.53,1,6,1,6,0
2025-02-10 04:45:00,2,9,0.22,0.22,0.22,0.22,0.22,0.53,0.53,0.53,0.53,1,5,1,5,0
2025-02-10 05:00:00,2,10,0.22,0.22,0.22,0.22,0.53,0.53,0.53,0.53,0.53,1,4,1,4,0
2025-02-10 05:15:00,2,10,0.22,0.22,0.22,0.53,0.53,0.53,0.53,0.53,0.53,1,3,1,3,0
2025-02-10 05:30:00,2,11,0.22,0.22,0.53,0.53,0.53,0.53,0.53,0.53,0.53,1,2,1,2,0
2025-02-10 05:45:00,2,11,0.22,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0,0,1,1,1
2025-02-10 09:00:00,2,18,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,1,8,1,8,0
2025-02-10 09:15:00,2,18,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,1,7,1,7,0
2025-02-10 09:30:00,2,19,0.53,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,1,6,1,6,0
2025-02-10 09:45:00,2,19,0.53,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,1,5,1,5,0
2025-02-10 10:00:00,2,20,0.53,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,1,4,1,4,0
2025-02-10 10:15:00,2,20,0.53,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,1,3,1,3,0
2025-02-10 10:30:00,2,21,0.53,0.53,0.22,0.22,0.22,0.22,0.22,0.22,0.22,1,2,1,2,0
