candidate,weight,pooled_mape,delta_pp,fold_wins,recent5_wins,max_fold_regression_pp
x1_blend_00_pred,0.0,0.05260012251260539,0.0,0,0,0.0
x1_blend_05_pred,0.05,0.0543102159605407,0.17100934479353097,4,2,1.1160013098850756
x1_blend_10_pred,0.1,0.057458816022349625,0.48586935097442374,2,1,2.8962170210742753
x1_blend_15_pred,0.15,0.06126753977775979,0.8667417265154402,2,0,4.829745477444301
x1_blend_20_pred,0.2,0.06557781773674291,1.2977695224137524,0,0,6.899646415570844
